STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,sand,silt,clay,npp,temp,h2o,sat,soc,climate,STATE,texture,soil.class
1,39,161545,1039,Covington,Covington County,6,H1,G4020,,,,A,2669129020,34231390,31.2439873,-86.4487206,51.375,24.125,24.5,5.8751871585846,8.94771528244019,0.292601063847542,0.437766933441162,32.8364562988281,Warm Moist,Alabama,SaClLo,Sandy
1,41,161546,1041,Crenshaw,Crenshaw County,6,H1,G4020,,,,A,1576952799,5388561,31.7328256,-86.3192219,48.3125,23.921875,27.765625,5.71926856040955,8.00423550605774,0.292324066162109,0.43975902557373,26.7431128025055,Warm Moist,Alabama,SaClLo,Sandy
1,43,161547,1043,Cullman,Cullman County,6,H1,G4020,142,18980,,A,1903073019,52422496,34.1319229,-86.8692666,50,25.75,24.25,4.49621641635895,3.75840371847153,0.306411646306515,0.437306060791016,24.679781794548,Warm Moist,Alabama,SaClLo,Sandy
1,45,161548,1045,Dale,Dale County,6,H1,G4020,222,37120,,A,1453244553,4082940,31.4306536,-85.609476,52.2213541666667,23.0182291666667,24.7604166666667,5.85388485590617,8.63857746124268,0.289160132408142,0.438863271077474,30.8480040232341,Warm Moist,Alabama,SaClLo,Sandy
1,47,161549,1047,Dallas,Dallas County,6,H1,G4020,,42820,,A,2534919599,39124778,32.3335397,-87.1143556,38.6015625,27.201171875,34.197265625,5.38128042221069,7.04609417915344,0.340976744890213,0.440219993591309,27.5687223672867,Warm Moist,Alabama,ClLo,Clayey
1,49,161550,1049,DeKalb,DeKalb County,6,H1,G4020,290,22840,,A,2012676479,4121543,34.460929,-85.803992,49.0833333333334,26.8958333333333,24.0208333333333,4.47790670394897,3.35774024327596,0.302943388621012,0.436522076924642,24.6897276242574,Warm Moist,Alabama,SaClLo,Sandy
1,51,161551,1051,Elmore,Elmore County,6,H1,G4020,,33860,,A,1601769095,99957723,32.597229,-86.1427347,36.8203125,29.3046875,33.875,5.40633916854858,6.49578166007996,0.295291632413864,0.438818283081055,24.9780988693237,Warm Moist,Alabama,ClLo,Clayey
1,53,161552,1053,Escambia,Escambia County,6,H1,G4020,426,12120,,A,2448115119,20504948,31.1222867,-87.1684097,50.5625,25.1875,24.25,5.77872014045715,9.15395021438599,0.312642857432365,0.43671443939209,39.3187046051025,Warm Moist,Alabama,SaClLo,Sandy
1,55,161553,1055,Etowah,Etowah County,6,H1,G4020,,23460,,A,1386373604,34568854,34.0476407,-86.0342629,49,27,24,4.67085957527161,3.90610086917877,0.298934742808342,0.436450805664063,23.0693542957306,Warm Moist,Alabama,SaClLo,Sandy
1,57,161554,1057,Fayette,Fayette County,6,H1,G4020,,,,A,1625693290,4330881,33.7161568,-87.7642923,51.25,24.1875,24.5625,4.75002098083496,4.4538950920105,0.311830580234528,0.43837516784668,25.8821439743042,Warm Moist,Alabama,SaClLo,Sandy
1,59,161555,1059,Franklin,Franklin County,6,H1,G4020,,,,A,1641841406,32643981,34.4419892,-87.8428144,50.9375,24.015625,25.046875,4.3649172782898,3.28354072570801,0.320254623889923,0.438655624389648,25.5778217315674,Warm Moist,Alabama,SaClLo,Sandy
1,61,161556,1061,Geneva,Geneva County,6,H1,G4020,222,20020,,A,1487897666,11578163,31.0923822,-85.8210224,50.96875,24.65625,24.375,5.92166185379028,9.20751698811849,0.291272724668185,0.43724068959554,37.4252104759216,Warm Moist,Alabama,SaClLo,Sandy
1,63,161557,1063,Greene,Greene County,6,H1,G4020,,,,A,1675782061,33416141,32.8444965,-87.9642005,43.875,26.375,29.75,5.15563464164734,6.37789392471314,0.344721391797066,0.438734092712402,27.8968417644501,Warm Moist,Alabama,ClLo,Clayey
1,65,161558,1065,Hale,Hale County,6,H1,G4020,,46220,,A,1667907112,32423361,32.7527958,-87.6230608,41.125,26.625,32.25,5.19405102729797,6.45070147514343,0.35404346883297,0.43973014831543,27.7827107906342,Warm Moist,Alabama,ClLo,Clayey
1,67,161559,1067,Henry,Henry County,6,H1,G4020,222,20020,,A,1454926621,16986823,31.5169779,-85.2399712,52.58203125,22.40234375,25.015625,5.78296232223511,8.09331512451172,0.289111837744713,0.439613838195801,26.9780123233795,Warm Moist,Alabama,SaClLo,Sandy
1,69,161560,1069,Houston,Houston County,6,H1,G4020,222,20020,,A,1501854593,4683050,31.1581831,-85.2964111,52.390625,22.796875,24.8125,5.85951232910156,8.74532413482666,0.290088221430779,0.439082546234131,34.2341244220734,Warm Moist,Alabama,SaClLo,Sandy
1,71,161561,1071,Jackson,Jackson County,6,H1,G4020,174,42460,,A,2791974056,126334709,34.764114,-85.9800556,49.85,25.9375,24.2125,4.31032028198242,2.82845673561096,0.314000648260117,0.437177772521973,26.65549659729,Warm Moist,Alabama,SaClLo,Sandy
1,73,161562,1073,Jefferson,Jefferson County,6,H1,G4020,142,13820,,A,2878465205,32885044,33.5534439,-86.8965359,49.53125,25.84375,24.625,4.89801776409149,4.90961539745331,0.301692314445972,0.43739218711853,23.5998177528381,Warm Moist,Alabama,SaClLo,Sandy
1,75,161563,1075,Lamar,Lamar County,6,H1,G4020,,,,A,1566544637,1600679,33.7870852,-88.0874309,51.75,23.5625,24.6875,4.81364631652832,4.65539622306824,0.316083237528801,0.438802795410156,26.1151933670044,Warm Moist,Alabama,SaClLo,Sandy
1,77,161564,1077,Lauderdale,Lauderdale County,6,H1,G4020,,22520,,A,1730146083,133608930,34.9041221,-87.6509966,49.4270833333334,24.5911458333333,25.9817708333333,4.12847820917765,2.79656386375427,0.320162524779638,0.438641827901204,26.0755332310995,Warm Moist,Alabama,SaClLo,Sandy
1,79,161565,1079,Lawrence,Lawrence County,6,H1,G4020,290,19460,,A,1788864247,68682382,34.529776,-87.3218651,50.8125,24.734375,24.453125,4.24942398071289,3.11817765235901,0.314701437950134,0.438000984191895,26.0068106651306,Warm Moist,Alabama,SaClLo,Sandy
1,81,161566,1081,Lee,Lee County,6,H1,G4020,194,12220,,A,1573548952,21492291,32.6040644,-85.3530477,45.71875,27.65625,26.625,5.58604073524475,6.26819825172424,0.290245786309242,0.437053623199463,22.3170971870422,Warm Moist,Alabama,Lo,Silty
1,83,161567,1083,Limestone,Limestone County,6,H1,G4020,290,26620,,A,1450277885,122329729,34.8102387,-86.9813995,50.625,24.96875,24.40625,4.18935585021973,2.85013711452484,0.317289218306541,0.437840614318848,26.4065372943878,Warm Moist,Alabama,SaClLo,Sandy
1,85,161568,1085,Lowndes,Lowndes County,6,H1,G4020,,33860,,A,1854201378,23721835,32.147888,-86.6505859,39.3125,27.296875,33.390625,5.4831166267395,7.18858194351196,0.315839558839798,0.439853992462158,26.9303417205811,Warm Moist,Alabama,ClLo,Clayey
1,87,161569,1087,Macon,Macon County,6,H1,G4020,,,,A,1576855717,11345392,32.3870267,-85.692887,42.9375,27.6875,29.375,5.60077667236328,6.77599692344666,0.289680555462837,0.438084087371826,24.0133702754974,Warm Moist,Alabama,ClLo,Clayey
1,89,161570,1089,Madison,Madison County,6,H1,G4020,290,26620,,A,2076091216,28831382,34.7642377,-86.5510802,50.09375,25.6328125,24.2734375,4.25350112915039,2.86648664474487,0.316522443294525,0.437386245727539,26.2451558113098,Warm Moist,Alabama,SaClLo,Sandy
1,91,161572,1091,Marengo,Marengo County,6,H1,G4020,,,,A,2530140238,14966620,32.2475911,-87.791091,42.875,26.03125,31.09375,5.33682930469513,7.21113586425781,0.349885679781437,0.43955286026001,28.7880307435989,Warm Moist,Alabama,ClLo,Clayey
1,93,161573,1093,Marion,Marion County,6,H1,G4020,,,,A,1922656563,3184076,34.1382194,-87.881551,51.5,23.875,24.625,4.55375289916992,3.8212326169014,0.317761063575745,0.438588981628418,25.6777262687683,Warm Moist,Alabama,SaClLo,Sandy
1,95,161574,1095,Marshall,Marshall County,6,H1,G4020,290,10700,,A,1465531860,148495464,34.3095637,-86.3216681,49.25,26.6875,24.0625,4.40345430374146,3.47882556915283,0.30355641245842,0.436664619445801,24.2709231376648,Warm Moist,Alabama,SaClLo,Sandy
1,97,161575,1097,Mobile,Mobile County,6,H1,G4020,380,33660,,A,3184053031,1074031983,30.6845725,-88.1965682,47.0640625,27.9859375,24.95,5.78740434646606,10.3837379455566,0.33214625120163,0.435016586303711,61.5504083633423,Warm Moist,Alabama,Lo,Silty
1,99,161576,1099,Monroe,Monroe County,6,H1,G4020,,,,A,2656469661,22609681,31.5803324,-87.3832656,51.515625,22.89453125,25.58984375,5.62166500091553,8.37394905090332,0.312980905175209,0.439397621154785,30.8310520648956,Warm Moist,Alabama,SaClLo,Sandy
1,101,161577,1101,Montgomery,Montgomery County,6,H1,G4020,,33860,,A,2033918497,37844005,32.2028812,-86.2044615,39.546875,27.7421875,32.7109375,5.55264449119568,7.12123489379883,0.29378529638052,0.439323892593384,25.8848947286606,Warm Moist,Alabama,ClLo,Clayey
1,103,161578,1103,Morgan,Morgan County,6,H1,G4020,290,19460,,A,1500612908,50921199,34.4544844,-86.8464021,50.125,25.59375,24.28125,4.30035161972046,3.17980813980103,0.311169698834419,0.437412967681885,25.5117416381836,Warm Moist,Alabama,SaClLo,Sandy
1,105,161579,1105,Perry,Perry County,6,H1,G4020,,,,A,1863900621,10937769,32.6390053,-87.2938269,39.5,27.0625,33.4375,5.22933888435364,6.46553468704224,0.350192591547966,0.440014343261719,27.3042464256287,Warm Moist,Alabama,ClLo,Clayey
1,107,161580,1107,Pickens,Pickens County,6,H1,G4020,,46220,,A,2282893837,22521210,33.2967933,-88.0968631,49.75,24.25,26,4.98785269260407,5.48487949371338,0.3243178576231,0.438756446838379,27.0210826396942,Warm Moist,Alabama,SaClLo,Sandy
1,109,161581,1109,Pike,Pike County,6,H1,G4020,,45980,,A,1740647518,2336975,31.7986508,-85.9416035,49.5885416666667,23.5572916666667,26.8541666666667,5.76023817062378,8.00523408253988,0.287620067596436,0.439632822672526,26.1352451642354,Warm Moist,Alabama,SaClLo,Sandy
1,111,161582,1111,Randolph,Randolph County,6,H1,G4020,,,,A,1503615935,9285419,33.2964753,-85.4640679,48.296875,27.140625,24.5625,5.28913879394531,4.94295263290405,0.292957723140717,0.436579971313477,20.0889849662781,Warm Moist,Alabama,SaClLo,Sandy
1,113,161583,1113,Russell,Russell County,6,H1,G4020,194,17980,,A,1660577613,15641643,32.2898113,-85.1869798,48.59375,26.03125,25.375,5.68664455413818,6.87968683242798,0.28943595290184,0.43756441116333,23.1275069713593,Warm Moist,Alabama,SaClLo,Sandy
1,117,161584,1117,Shelby,Shelby County,6,H1,G4020,142,13820,,A,2034112797,62537787,33.2630428,-86.6780894,46.4583333333334,26.8958333333333,26.6458333333333,5.07682450612386,5.50161790847778,0.300207614898682,0.437523816426595,22.8957692782084,Warm Moist,Alabama,SaClLo,Sandy
1,115,164997,1115,St. Clair,St. Clair County,6,H1,G4020,142,13820,,A,1635844944,56400695,33.7129627,-86.3156631,49.1666666666667,26.7916666666667,24.0416666666667,4.81208229064941,4.59527158737183,0.296083748340607,0.436593348185221,21.9676733016968,Warm Moist,Alabama,SaClLo,Sandy
1,119,161585,1119,Sumter,Sumter County,6,H1,G4020,,,,A,2340898915,24634883,32.5974811,-88.2000571,46.34375,26.2630208333333,27.3932291666667,5.15966606140137,6.50701713562012,0.336204697688421,0.437681872049967,28.2525229454041,Warm Moist,Alabama,SaClLo,Sandy
1,121,161586,1121,Talladega,Talladega County,6,H1,G4020,142,45180,,A,1908256939,60926366,33.3693135,-86.1759302,48.1796875,27.1640625,24.65625,5.02818250656128,5.07717967033386,0.292325124144554,0.436601505279541,20.8357274532318,Warm Moist,Alabama,SaClLo,Sandy
1,123,161587,1123,Tallapoosa,Tallapoosa County,6,H1,G4020,142,10760,,A,1855782851,128806123,32.8633076,-85.7996176,43.140625,28.171875,28.6875,5.39329830805461,5.96236292521159,0.290993392467499,0.437527262369792,22.602550983429,Warm Moist,Alabama,ClLo,Clayey
1,125,161588,1125,Tuscaloosa,Tuscaloosa County,6,H1,G4020,,46220,,A,3421009204,78715350,33.2902197,-87.5227834,48.625,25.0208333333333,26.3541666666667,5.00493653615316,5.33354989687602,0.316957920789719,0.438541552225749,26.0193312168121,Warm Moist,Alabama,SaClLo,Sandy
1,127,161589,1127,Walker,Walker County,6,H1,G4020,142,13820,,A,2048686080,36754696,33.7915581,-87.3010936,50.5,25.125,24.375,4.74546313285828,4.45500564575195,0.305843755602837,0.437733707427979,24.8633301258087,Warm Moist,Alabama,SaClLo,Sandy
1,129,161590,1129,Washington,Washington County,6,H1,G4020,,,,A,2797720360,21652733,31.4052172,-88.1975644,51.84375,23.4796875,24.6765625,5.67526216506958,8.6440601348877,0.319262003898621,0.438480407714844,37.1039977073669,Warm Moist,Alabama,SaClLo,Sandy
1,131,161591,1131,Wilcox,Wilcox County,6,H1,G4020,,,,A,2301075082,49057525,31.9900824,-87.3049349,45.59375,24.56640625,29.83984375,5.48962199687958,7.70113873481751,0.33117663860321,0.44014666557312,28.5717594623566,Warm Moist,Alabama,SaClLo,Sandy
1,133,161592,1133,Winston,Winston County,6,H1,G4020,,,,A,1587608920,48922726,34.1546073,-87.36529,50.75,24.8125,24.4375,4.50495362281799,3.79488873481751,0.31075993180275,0.437947540283203,25.5447113513947,Warm Moist,Alabama,SaClLo,Sandy
4,1,25441,4001,Apache,Apache County,6,H1,G4020,,,,A,29001320728,54152352,35.385084,-109.4901722,41.2750721233338,37.6012482373019,21.1236796393643,0.276557620705628,-0.0168179171841319,0.196775515268489,0.424091867586461,14.4138339961447,Warm Dry,Arizona,Lo,Silty
4,3,25442,4003,Cochise,Cochise County,6,H1,G4020,,43420,,A,15966170808,137020196,31.8401287,-109.7751627,60.673828125,22.19609375,17.130078125,1.00890389084816,6.68007683753967,0.152826041728258,0.428028764724732,17.6470393538475,Warm Dry,Arizona,SaLo,Sandy
4,5,25443,4005,Coconino,Coconino County,6,H1,G4020,,22380,,A,48222143094,110123852,35.8296919,-111.7737277,40.1049302275072,38.4786021972453,21.4164675752475,0.306180599591006,0.652698842963825,0.206625657453053,0.422656743146371,15.2828719823257,Warm Dry,Arizona,Lo,Silty
4,7,40471,4007,Gila,Gila County,6,H1,G4020,,37740,,A,12323152727,97113523,33.7896177,-110.8118696,52.4375,28.0735294117647,19.4889705882353,0.914606113644207,4.13044815904954,0.201625852900393,0.427873871747185,16.0736501216888,Warm Dry,Arizona,Lo,Silty
4,9,25444,4009,Graham,Graham County,6,H1,G4020,,40940,,A,11972737302,47477716,32.9318277,-109.8783103,55.2315848214286,25.7349330357143,19.0334821428571,1.0341055563518,4.27599661690848,0.168697879782745,0.429615598406111,15.7222920656204,Warm Dry,Arizona,SaLo,Sandy
4,11,42807,4011,Greenlee,Greenlee County,6,H1,G4020,,,,A,4770701075,13750464,33.2388723,-109.2423231,48.220703125,30.833984375,20.9453125,0.818642944097519,2.70702937245369,0.196160867810249,0.429549055099487,16.0481905937195,Warm Dry,Arizona,Lo,Silty
4,12,43540,4012,La Paz,La Paz County,6,H1,G4020,,,,A,11653985203,36563337,33.7276104,-114.038806,78.1295572916667,10.8873697916667,10.9830729166667,0.225572214772304,9.13568234443665,0.146510548889637,0.420914446512858,6.88035686810811,Warm Dry,Arizona,SaLo,Sandy
4,13,37026,4013,Maricopa,Maricopa County,6,H1,G4020,,38060,,A,23825949527,64236947,33.3451756,-112.4989297,74.1435546875,13.6708984375,12.185546875,0.6165287704207,8.7217098325491,0.163010088261217,0.421894688606262,9.64346459135413,Warm Dry,Arizona,SaLo,Sandy
4,15,25445,4015,Mohave,Mohave County,6,H1,G4020,332,29420,,A,34475503959,387309657,35.717705,-113.7496891,60.7691694658611,23.3487578698201,15.8820726643188,0.367961345807366,3.29118466254769,0.174411679415599,0.42169317494268,12.7000349500905,Warm Dry,Arizona,SaLo,Sandy
4,17,42808,4017,Navajo,Navajo County,6,H1,G4020,,43320,,A,25770094216,24078113,35.3907852,-110.3210248,40.1159497922892,38.8044002890375,21.0796499186733,0.208573195018939,0.115258861865316,0.203572350953306,0.422999614988055,13.8864977870669,Warm Dry,Arizona,Lo,Silty
4,19,25446,4019,Pima,Pima County,6,H1,G4020,536,46060,,A,23794796847,5251370,32.1280427,-111.7836574,68.322998046875,17.429443359375,14.24755859375,0.61487520346418,10.9060215651989,0.153998636640608,0.423461495637894,12.9970032535493,Warm Dry,Arizona,SaLo,Sandy
4,21,25447,4021,Pinal,Pinal County,6,H1,G4020,,38060,,A,13897458216,22344375,32.9185209,-111.3663396,71.6546052631579,14.8125,13.5328947368421,0.992346481273049,8.15051016054655,0.167295467696692,0.424050545943411,11.9139250014958,Warm Dry,Arizona,SaLo,Sandy
4,23,40472,4023,Santa Cruz,Santa Cruz County,6,H1,G4020,536,35700,,A,3203613240,3088046,31.525733,-110.8452278,63.66015625,19.16796875,17.171875,0.983419398466746,9.48605108261108,0.162364043295383,0.427518196105957,19.0480732917786,Warm Dry,Arizona,SaLo,Sandy
4,25,42809,4025,Yavapai,Yavapai County,6,H1,G4020,,39140,,A,21039796371,11501576,34.631071,-112.5772247,60.7678560965606,22.4231460323041,16.8089978711353,0.679166135378182,4.19664815813303,0.186074344906956,0.425764665603638,16.0254746302962,Warm Dry,Arizona,SaLo,Sandy
4,27,23901,4027,Yuma,Yuma County,6,H1,G4020,,49740,,A,14281127830,13326079,32.7739424,-113.910905,69.6732536764706,20.2913602941176,10.0353860294118,0.113138442968621,11.5292149151073,0.138377570930649,0.416585814532112,7.55488669171053,Warm Dry,Arizona,SaLo,Sandy
5,1,63755,5001,Arkansas,Arkansas County,6,H1,G4020,,,,A,2560886962,116504001,34.2895697,-91.3765466,36.423828125,26.36328125,37.212890625,3.84994238615036,4.39894878864288,0.36319176107645,0.441607046127319,29.8144149780273,Warm Moist,Arkansas,ClLo,Clayey
5,3,63756,5003,Ashley,Ashley County,6,H1,G4020,,,,A,2396662506,39297497,33.1908354,-91.7722672,41.75,26.3125,31.9375,4.4537574450175,6.08833424250285,0.342211703459422,0.439743982950846,31.5231919288635,Warm Moist,Arkansas,ClLo,Clayey
5,5,69895,5005,Baxter,Baxter County,6,H1,G4020,,34260,,A,1435438304,84171718,36.2802684,-92.3299488,50.51171875,24.95703125,24.53125,3.12120580673218,1.52506446838379,0.29181008040905,0.437888736724854,25.473747253418,Warm Moist,Arkansas,SaClLo,Sandy
5,7,69896,5007,Benton,Benton County,6,H1,G4020,,22220,,A,2195165155,94161968,36.3378189,-94.2562984,48.052734375,27.271484375,24.67578125,2.93437701463699,1.13828885555267,0.31868839263916,0.435212135314941,31.2802666425705,Warm Moist,Arkansas,SaClLo,Sandy
5,9,69897,5009,Boone,Boone County,6,H1,G4020,,25460,,A,1528068629,31092612,36.3042991,-93.0792364,51.3125,24,24.6875,3.10187309980392,1.34943175315857,0.304563492536545,0.43838436126709,25.9574723243713,Warm Moist,Arkansas,SaClLo,Sandy
5,11,63757,5011,Bradley,Bradley County,6,H1,G4020,,,,A,1681514472,9532926,33.4665491,-92.1691559,46.1666666666667,25.2916666666667,28.5416666666667,4.48588387171427,5.79228782653809,0.334386616945267,0.439139645894369,31.1294356981913,Warm Moist,Arkansas,SaClLo,Sandy
5,13,63758,5013,Calhoun,Calhoun County,6,H1,G4020,,15780,,A,1627975429,9926146,33.5604604,-92.513879,49.875,24.78125,25.34375,4.47900152206421,5.63577342033386,0.323951214551926,0.438294620513916,30.3719234466553,Warm Moist,Arkansas,SaClLo,Sandy
5,15,66975,5015,Carroll,Carroll County,6,H1,G4020,,,,A,1631600824,22431173,36.3373704,-93.5409718,51.765625,23.3515625,24.8828125,3.08613061904907,1.05221831798553,0.318741798400879,0.438738708496094,27.5443005561829,Warm Moist,Arkansas,SaClLo,Sandy
5,17,69160,5017,Chicot,Chicot County,6,H1,G4020,,,,A,1668823389,120315321,33.2671393,-91.2971578,36.5,26.875,36.625,4.29334020614624,5.99196243286133,0.359054580330849,0.441096229553223,31.4317953586578,Warm Moist,Arkansas,ClLo,Clayey
5,19,66845,5019,Clark,Clark County,6,H1,G4020,,11660,,A,2243130281,43387661,34.0533162,-93.1762085,50.0833333333334,25.6458333333333,24.2708333333333,4.15943543116252,4.9963173866272,0.305209408203761,0.437377332051595,27.3769354820251,Warm Moist,Arkansas,SaClLo,Sandy
5,21,63759,5021,Clay,Clay County,6,H1,G4020,,,,A,1656214473,5097734,36.3673021,-90.4187041,48.34375,28.640625,23.015625,3.42981028556824,1.63964086771011,0.308262318372726,0.434398918151856,31.3606977462769,Warm Moist,Arkansas,Lo,Silty
5,23,66983,5023,Cleburne,Cleburne County,6,H1,G4020,,,,A,1434168144,98893719,35.5663146,-92.0599504,44.671875,26.890625,28.4375,3.47997391223907,2.67426657676697,0.30960576236248,0.437969074249268,25.9102821350098,Warm Moist,Arkansas,ClLo,Clayey
5,25,63760,5025,Cleveland,Cleveland County,6,H1,G4020,340,38220,,A,1548253400,2500196,33.8932006,-92.1887141,46.3333333333334,25.0833333333333,28.5833333333333,4.15082263946533,5.08730363845825,0.332609554131826,0.439282188415527,29.4008310635885,Warm Moist,Arkansas,SaClLo,Sandy
5,27,63761,5027,Columbia,Columbia County,6,H1,G4020,,31620,,A,1983889572,1990757,33.2230377,-93.2328433,49.5625,26.296875,24.140625,4.45156717300415,6.09330868721008,0.30019536614418,0.436931877136231,29.8474395275116,Warm Moist,Arkansas,SaClLo,Sandy
5,29,66846,5029,Conway,Conway County,6,H1,G4020,,,,A,1430333634,37328676,35.265702,-92.6892479,48.484375,27.453125,24.0625,3.51481819152832,2.78380262851715,0.289279788732529,0.435932331085205,24.4842612743378,Warm Moist,Arkansas,SaClLo,Sandy
5,31,66847,5031,Craighead,Craighead County,6,H1,G4020,308,27860,,A,1831867052,14069451,35.8277285,-90.6314213,39.5,28.53125,31.96875,3.6212944984436,2.34828472137451,0.329047277569771,0.437862224578857,29.0359544754028,Warm Moist,Arkansas,ClLo,Clayey
5,33,69161,5033,Crawford,Crawford County,6,H1,G4020,,22900,,A,1531188213,31076496,35.5830114,-94.2362187,42.921875,33.15625,23.921875,3.17466461658478,2.22133469581604,0.297821059823036,0.430194091796875,26.5978813171387,Warm Moist,Arkansas,Lo,Silty
